num,orig_ind,id,text,label
61,41217,1083085931631071233,fat acceptance is a thing because 1) people deserve to be treated like people regardless of their weight 2) people are allowed to love and be comfortable in their bodies. I know people that were overweight and are fit now and still struggle with body issues,
62,33504,959117069101879296,I wish you understood what it?s like to be fat in today?s society. That on a daily basis you hate urself so much that you want to kill urself. Fat acceptance is to help with that feeling & be more positive about who you are & urself. We are our own enemy. It?s not that easy!,
63,7544,301019177144156160,"Fat Acceptance: Winning Some, Losing Some http://bit.ly/XrapDL?",
64,1548,17381859512,"""Huge"" Marks Advance for Fat Acceptance in Hollywood: ""Huge"" features seven male and female teens and their emotio... http://bit.ly/duScd8",
65,15935,587423753971220480,"#fatacceptance Fucking Robb, how does the post office even allow you to mail ronnie",
66,20291,675244410754461696,The fat acceptance woman on #victorialive really should be ashamed. She is not helping anyone who is overweight.,
67,5623,199675174361104385,"National Association to Advance Fat Acceptance. http://www.naafaonline.com/dev2/? Oh God, go eat a salad. (And yes I'm fat too)",
68,31845,924666575147245570,"All these fat acceptance people are like

""Let fat be the new gender""",
69,40252,1063545560349712384,"Yup im such a fatshamer because i dont think that fat acceptance is okay, u know since it can lead to fucking death.",
70,18375,624620552351649792,Angry Personal Trainer DESTROYS #FatAcceptance With a Rousing Motivational Speech - Question Everything http://www.iquestioneverything.net/1545/angry-personal-trainer-destroys-fatacceptance-with-a-rousing-motivational-speech/??,
71,34802,978655941792030721,Is FA fat acceptance? And also I?m no Scott Steiner level math expert but those odds still don?t seem great.,
72,12010,482713282214506496,Yeah right fat acceptance movement pic.twitter.com/63v6ZvWPGA,
73,27705,844342375044579328,You can't blog about healthy food and fitness 'cos I don't like it 'cos I can't exercise 'cos excuses. #fatacceptance #fatshaming #FFSpic.twitter.com/gjz93Or4TP,
74,21025,700276580510146560,Fat acceptance sjw in a nutshell http://bit.ly/1PHMuuh?,
75,29058,871416519019941888,#FatShaming #FatAcceptance #dietpains World's knowledge in 1 hand site: Women Admit Their Top Regrets -Can We Learn? http://bit.ly/1LjZ9ir?,
76,29056,871503548386656257,Anybody have recommendations of fat acceptance / body positive hashtags that aren't primarily trolls or thin folks? Inspiration wanted.,
77,28212,854871882046345217,"@ArmouredSkeptic what are your views on ""fat acceptance""? Do you agree with it or do not?",
78,18144,621534547050532864,Only white people would create something as retarded as #FatPride #fatacceptance Go read your Grapes of Wrath or something instead whites,
79,40788,1074882309982224386,"Going ot bed now. Future posts: non-scale victories; sciency posts about nutrition, GI tracts, insulin, brain control of obesity; and my conflicted thoughts on #fatacceptance vs #obesityepidemic.
And lots of TMI of course :) 
#BariatricSurgeon #BariatricSurgery #WeightLossJourney",
80,37719,1022148287657328640,This thread is worth a read for those who aren't so sure about HAES (R) and fat acceptance https://twitter.com/fatnutritionist/status/1022121662169460737??,
81,32651,942466759617142784,"Fourteen free talks on breaking up with diet culture, fat acceptance, & centering your pleasure? Starts Dec 4th https://fb.me/8yLvvpWFt?",
82,22247,734425713772761088,I liked a @YouTube video from @nakidape http://youtu.be/AGh74l0mtXM?a? Fat Acceptance is Retarded,
83,19566,647479843513348096,"Health News: The 'Fat and Fabulous' Farce - There are terms tossed about in the media recently: ""fat acceptance,"" ... http://ow.ly/34EuxV?",
84,36480,1004017199932112897,#BodyPositivity is as much for men as it is for women...here are some great #plussize male models and influencers that you should know about. (Via @Plusmodelmag) #BodyConfidence #FatAcceptance https://www.plus-model-mag.com/2018/03/11-plus-size-male-model-influencers-you-should-be-following/??,
85,44706,1143553392452784128,We certainly won?t have to worry about fat acceptance once ?Real Communism? is put in place.,
86,27282,839496267969544193,"No, she isn't, stop making fat acceptance a thing, zats disgusting https://twitter.com/trulythick14/status/752860476032348161??",
87,29210,875492963186384897,"@Ok2BeFat I'm working on a mini-zine about fat acceptance, and I'd like to list your twitter as a resource. Would that be okay with you?",
88,22211,734567015965462528,I liked a @YouTube video from @nakidape http://youtu.be/AGh74l0mtXM?a? Fat Acceptance is Retarded,
89,19791,654794586213093376,@darraghk36 fat is not a bad thing skinny boy! #fatacceptance,
90,162,7481405715,Is the fat acceptance movement bad for our health? http://bit.ly/8EeciX?,
91,612,11155035950,Added a picture of me as a pre teen to my post about Fat Acceptance http://bit.ly/afhbAh,
92,21276,709198296796045312,OMG ARE U SERIOUS. FAT ACCEPTANCE? I LIKE FOOD MYSELF. WHATS WRONG WITH PEOPLE. https://twitter.com/girlposts/status/709195656389197824??,
93,5976,217006158597206019,Fat Acceptance blogs make me want to scream.,
94,26604,828031476499378176,I liked a @YouTube video http://youtu.be/FSQ8oQ58Ohw?a? 'Fat Acceptance' is Back and BIGGER than Ever!,
95,45215,1151512821118775299,The Most Cringe Fat Acceptance Video. https://youtu.be/jr6ImUijmhk? via @YouTube,
96,16788,598191960139108352,"My thin friend: ""I weighed 236 pounds when I had my 2nd child!""
Me: ""Girl, my goal weight is 236 pounds!!""  
#FatAcceptance #pregnant",
97,4956,183314644042137602,"Really discouraging Google referrals to my blog today. ""fat lonely people"", ""i'm so fat no one will love me"", ""criticism of fat acceptance"".",
98,19656,649707369925111808,"Finally, a study that confirms what I knew all along: fat acceptance is good for our health http://buff.ly/1JHnBvR?pic.twitter.com/764X2zkfKV",
99,22678,747856607892148225,I have a lot of intense feelings on fat acceptance,
