id,user_id,date,text,likes,replies,retweets,label
467025901398810625,1959266862,2014-05-15 19:37:06,"http://ift.tt/1mYLJSk  More fat acceptance. The before and after, true body acceptance is hamstertastic. It's not hard ladies: eat heal...",0,0,0,1
571860184429019136,2203319070,2015-03-01 02:31:07,"@nudityhes @91ftirwin @wiIdhs They care about themselves and their domestic issues, like fat acceptance and sexism and catcalling",0,3,0,2
1183461696825909250,790331386712297472,2019-10-13 19:17:10,"You may think crocheting is innocent fun, but it's a doorway to fat acceptance",0,0,0,1
963086676196290561,37188820,2018-02-12 16:25:31,"Adipositivity Valentine Series, Day 12: No dunkees were harmed in the making of these photos. Just wet. 

http://theadipositivityproject.zenfolio.com/valentine/ea2f27510 …
#ValentineSeries #BigBigLove #FatLove #AintLoveGrand #Fuckyouism #FatAcceptance #BodyPositivity #BodyPositive #BodyPoz #BoPo",7,0,2,0
874872199781523456,2217849512,2017-06-14 06:12:41,I liked a @YouTube video http://youtu.be/zvD_SH-KQV4?a  BEST FEMINIST & SJW CRINGE COMPILATION 2016 #3 (FAT ACCEPTANCE EDITION),0,0,0,1
828857148981534720,826938816783060992,2017-02-07 06:45:18,But at the same time i dont agree with fat acceptance it's not something i want my son to look up to and it makes itself seem sexist,0,0,0,1
922500400854552576,718130220746846208,2017-10-23 16:30:09,#FatShaming #FatAcceptance #dietpains World's knowledge in 1 hand site: Women Admit Their Top Regrets -Can We Learn? http://bit.ly/1LjZ9ir ,0,0,0,2
771913386066059264,1911667621,2016-09-03 03:31:07,hey what ever happened to that fat acceptance leader? Oh right he fucking died,0,0,0,1
363063296854724609,18341276,2013-08-01 22:26:50,Do you write about fat acceptance online? Check out Ragen's tips for dealing with the haters. http://www.moreofmetolove.com/blogs/entry/how-to-handle-a-hater/ …,0,0,0,0
269782844967116801,6981492,2012-11-17 12:43:37,Okay so has anyone written the media obsession over Broadwell's body plus fat acceptance plus Hostess bankruptcy essay? Salon?,6,1,6,2
1082443631041105920,15204212,2019-01-08 01:07:27,How come there are no straight dudes who are pushing for fat acceptance? It's only women and gay dudes that are all about body positivity.,2,0,1,1
1017613253801840641,780585454135418881,2018-07-13 03:34:40,"I am old and starting to have a real dad bod I kinda love it, however I don't not wear clothes like I once did when I was cut......I do not accept fat acceptance either it is vert unhealthy ,and those people always go skimpy on the clothes.I don't wanna see a 230ib in a bath suit",1,2,0,1
653998173380284416,15795841,2015-10-13 18:18:09,"""Fat acceptance – also known as size acceptance, body positivity, weight neutrality – is a social and corporeal... http://fb.me/MllfsGt1 ",0,0,0,2
623661765885190144,2343141194,2015-07-22 01:12:06,This Army Bro Turned Fitness Instructor Just Tore Into All The Fat Acceptance Trends Going… http://riteio.us/BbjJX6 pic.twitter.com/51Gidtsjxd,0,0,0,1
1139928989156311040,1047225010794844160,2019-06-15 16:13:44,"It doesn't, fat acceptance regardless of potential or confirmed adverse effects is the problem. Be who and how you want, pushing for acceptance of being overweight isn't the move.",0,1,0,1
1144121481137405952,868713128,2019-06-27 05:53:12,"Um people saying the “body positive movement is for fat people” are wrong,the fat acceptance movement was for fat people, the body positive movement is for everyone.. it might have roots in the fat acceptance movement but that’s not what it’s about... but go off I guess ",0,0,0,2
1153817929084878851,28840211,2019-07-24 00:03:25,What is the process of filing a cease and desist against a creator who has used my likeness in their upcoming film demonizing the fat acceptance movement?,45,3,9,0
809496358679740416,90722611,2016-12-15 20:32:26,My mouth is watering & my stomach is grumbling. Gonna have to do a repeat of this this coming Saturday. #FatAcceptance #EffYourDietStandardspic.twitter.com/thPFqyB30o,0,1,0,0
771435913113141248,751114607641714688,2016-09-01 19:53:48,"RT NimbleNavgater: Fat acceptance is a death wish. Less Blogging, More jogging. pic.twitter.com/ayWMHgy6DV",0,0,0,1
619957050001461248,1514175132,2015-07-11 19:50:53,@tt0880 @alrightsure It does much less harm to people than fat acceptance. People who encourage obesity are the real assholes.,1,1,0,1
1111338858879156224,2424304063,2019-03-28 18:46:46,The fat acceptance movement leads people to believe that fat itself is inert. But there are also hormonal consequences to all that extra fat like extra estrogen that wreaks havoc on the whole body system. Fat acceptance doesn’t help people.,1,2,0,1
709493817418903553,2586452870,2016-03-14 21:38:02,"So if you aren't morbidly obese you aren't a ""proper"" fat now? Wtf is wrong with #fatacceptance pic.twitter.com/6i7pGe4hVp",5,2,3,1
1094775370383994881,846770326092464128,2019-02-11 01:49:22,"Just saw this article saying how all those people you see on the internet promoting fat acceptance, when they are in need of medical service they have to bring in a squad of firemen to carry them onto a stretcher and push them
And many of these firemen get injured doing so ",1,0,0,1
1136306903150137346,185570212,2019-06-05 16:20:51,"I don't think you understand. ""Body positive"" doesn't mean having a positive view of your body. It means that obesity is ok. Look it up, see the links with the fat acceptance movement.",0,0,0,1
465575086712303616,2339251818,2014-05-11 19:32:05,"[#IUnTalJonatahan] Fat. It’s the new black.: Fat acceptance movement
I know what you’re thi... http://bit.ly/1jvOmb6  [#IUnTalJonatahan]",0,0,0,2
585475420558127105,478934195,2015-04-07 16:13:12,"Photo: arthlete: Yes, this is a fat acceptance post in a weight loss blog. Deal with it. http://tmblr.co/Z7R4gm1hqOgEX ",0,0,0,0
374968294551592960,202668848,2013-09-03 18:53:02,How Black turns his heft into a rock-and-roll badge of honor. SCHOOL OF ROCK Wails Against The Man For Fat Acceptance http://bit.ly/1ebxx19 ,2,1,2,2
872372126854021120,4396486942,2017-06-07 08:38:17,"Instead of facing your mistakes and fighting the fat acceptance crowd wants you to huddle up and go ""i'm ok, i'm ok, i'm ok, so healthy""",0,0,0,0
979422573552431104,976635016271851521,2018-03-29 18:18:32,Im going on kind of an “extreme” diet starting April 1 and i feel like this would be a good place to talk about it but I also feel like Id attract hate. Im pro #haes and fat acceptance but i just I dont know how to explain I cant,0,0,0,0
734021452656087041,872606893,2016-05-21 14:02:06,Fat Acceptance Is The Leftist Elite’s Ultimate Cultural Doomsday Device http://roo.sh/tgw pic.twitter.com/ykeCSCYOhM,15,2,14,1
1070496822316142592,986982181208711168,2018-12-06 01:55:05,"Members of Fat Acceptance movement suing Boeing over airplane seat sizes - and they're right to do so

https://npcdaily.com/1184/members-of-fat-acceptance-movement-suing-boeing-over-airplane-seat-sizes/ …",1,1,0,0
